1.149023118257392634e+05
1.720609065018335532e+05
2.677466383697823039e+05
4.026017467384874471e+05
4.062298604444573284e+05
4.644908597488042433e+05
5.619830238892144989e+05
5.775300758657105034e+05
6.993592336157442769e+05
7.937093113131050486e+05
